Total_Viewers,Season,Game_ID,Game_Date,Away_Team,Home_Team,is_weekend,is_christmas,Total_FGA,Total_FTA,HT_Diff,Q4_Diff,Final_Diff,Avg_Pace,Avg_EFG,Total_Fouls,Avg_Win.,Win._Diff,First_Five_Games,Num_OT,is_opening_day,Num_Allstars,Active_Allstars,Num_Internationals,Active_Internationals,jumpshots_made,layups_made,dunks_made,tipins_made,MVP_points,SMA_points,ROY_points,MIP_points,DPOY_points,All_NBA_points,Home_Twit_Followers,Home_Twit_Favorites,Away_Twit_Followers,Away_Twit_Favorites
32984,2016-17,21600456,1482685200,BOS,NYK,True,True,180,47,8,6,5,94,0.53815,43,0.559195402298851,0.014942528735632,False,0,False,2,2,11,4,26.47208475,13.812909,3.9370525,0.9382525,81,0,9,39,0,237,12960604,26967,1345577,9209
28199,2016-17,21600458,1482660000,CHI,SAS,True,True,171,39,5,11,19,93,0.5559,38,0.641379310344828,0.317241379310345,False,0,False,2,2,10,8,27.19027925,12.85222475,4.14283425,1.123629,500,14,0,0,183,683,16957064,15316,11056020,5214
70992,2016-17,21600457,1482651000,GSW,CLE,True,True,172,61,3,7,1,100,0.4958,43,0.828341013824885,0.085253456221198,False,0,False,7,7,7,2,26.96018575,13.246429,5.20943475,1.02779725,387,326,0,0,437,1189,49773440,2610,34337629,5026
16723,2016-17,21600460,1482679800,LAC,LAL,True,True,169,52,3,15,9,97,0.50895,41,0.521505376344086,0.376344086021505,False,0,False,1,1,6,2,27.229988,12.69596025,5.31061175,1.26334375,0,20,0,0,0,104,2726466,3853,15058087,16167
4242,2016-17,21600468,1482757200,ATL,MIN,False,False,165,35,9,24,14,90,0.5063,38,0.4,0.2,False,0,False,1,1,7,4,26.5251725,13.45844325,4.90105575,1.07074625,0,3,0,17,0,53,4638142,11016,8263294,4191
17948,2016-17,21600464,1482755400,CLE,DET,False,False,172,38,6,12,16,98.5,0.48815,42,0.615301724137931,0.355603448275862,False,0,False,3,3,6,1,28.055591,12.6178155,4.162513,1.0960485,333,0,0,0,3,512,1321170,31765,49773440,2610
6402,2016-17,21600466,1482757200,DAL,NOP,False,False,145,52,2,8,7,89,0.59715,41,0.321875,0.04375,False,0,False,1,1,9,6,28.1493295,12.02647375,4.27068375,0.772068,2,0,1,4,0,385,2259013,22884,5335028,10231
8670,2016-17,21600470,1482766200,DEN,LAC,False,False,166,48,17,2,4,98,0.512,37,0.54375,0.2875,False,0,False,1,1,7,5,27.611185,13.0828225,4.941288,1.20272025,0,20,8,163,0,116,15058087,16167,2089280,5608
11375,2016-17,21600465,1482757200,IND,CHI,False,False,164,38,10,2,5,88.5,0.4485,36,0.475268817204301,0.017204301075269,False,0,False,2,2,7,3,27.3505755,13.1873515,3.8688735,0.973749,0,0,0,2,0,232,11037807,5117,2367115,6584
5895,2016-17,21600462,1482753600,MEM,ORL,False,False,163,44,25,25,10,90.5,0.5534,40,0.53125,0.1875,False,0,False,1,1,7,4,26.740846,13.005899,3.864463,1.01414375,0,47,0,5,0,48,851196,9538,3741067,23626
13057,2016-17,21600461,1482753600,MIL,WAS,False,False,164,43,4,2,5,96,0.5441,35,0.474137931034483,0.051724137931035,False,0,False,2,2,7,6,26.529069,14.21157825,5.005336,1.0751835,14,22,414,491,0,383,2553480,7809,2063668,7858
10062,2016-17,21600471,1482766200,PHI,SAC,False,False,166,39,4,7,2,98,0.51955,42,0.33735632183908,0.191954022988506,False,0,False,1,1,10,5,26.44330975,13.75785325,4.55925875,0.87260675,0,0,464,0,4,0,2673241,11787,2680320,12732
6948,2016-17,21600467,1482757200,PHX,HOU,False,False,193,57,26,27,16,112.5,0.52095,47,0.504838709677419,0.409677419354839,False,0,False,1,1,6,3,25.36645,14.316834,5.10303975,1.27377425,753,428,3,19,1,500,6923478,16590,2124190,32287
10840,2016-17,21600469,1482764400,TOR,POR,False,False,178,42,1,5,4,98.5,0.43495,34,0.565193965517241,0.317887931034483,False,0,False,2,2,8,5,28.456298,12.36029825,3.8684275,0.9848615,1,0,0,4,0,74,885078,24857,2129187,6585
11990,2016-17,21600474,1482845400,HOU,DAL,False,False,165,53,19,24,16,94,0.5673,40,0.504536290322581,0.428427419354839,False,0,False,1,1,10,4,27.20022225,12.9571135,4.78864925,0.8961325,753,428,1,5,1,500,5708795,10233,6958085,16593
13762,2016-17,21600472,1482841800,MEM,BOS,False,False,173,50,8,7,10,94,0.51225,42,0.593352883675464,0.025415444770284,False,0,False,2,2,8,2,26.573951,13.62323425,3.48872775,0.881387,81,47,1,41,0,285,1319248,8998,3741067,23626
17396,2016-17,21600473,1482841800,OKC,MIA,False,False,164,46,13,18,12,93,0.5122,44,0.467741935483871,0.290322580645161,False,0,False,1,1,4,3,25.92985675,13.71064525,4.54764975,1.21556125,888,40,1,39,6,516,1189587,7838,6811107,8377
15861,2016-17,21600480,1482930000,BKN,CHI,False,False,174,45,3,2,2,96,0.4603,39,0.375268817204301,0.217204301075269,False,0,False,1,1,6,2,26.1354815,13.998148,3.9247995,0.98904775,0,0,0,0,0,192,11195041,5763,715894,11865
5520,2016-17,21600477,1482926400,CHA,ORL,False,False,171,29,7,29,19,93.5,0.5708,28,0.501466275659824,0.093841642228739,False,0,False,1,1,7,4,27.1512895,13.26144075,3.83597725,0.87255425,0,0,0,0,0,0,851196,9538,2769816,7786
9543,2016-17,21600481,1482930000,LAC,NOP,False,False,183,39,7,1,4,95,0.47995,36,0.515151515151515,0.303030303030303,False,0,False,2,2,5,3,27.081849,12.63866225,4.90720125,1.06111225,2,20,0,0,0,489,2259013,22884,15058087,16167
6972,2016-17,21600479,1482928200,MIL,DET,False,False,172,32,8,15,25,92.5,0.5571,26,0.468652037617555,0.028213166144201,False,0,False,1,1,6,5,26.86451725,13.45432025,4.616594,1.09407825,7,22,414,428,0,258,1321170,31765,2063668,7858
8962,2016-17,21600483,1482933600,MIN,DEN,False,False,175,31,0,8,2,90.5,0.5321,32,0.370967741935484,0.096774193548387,False,0,False,0,0,8,7,26.944557,14.00741925,5.217335,1.05644175,0,0,8,163,0,62,2089280,5608,4638142,11016
19273,2016-17,21600478,1482928200,NYK,ATL,False,False,195,53,2,1,4,95,0.40555,42,0.508602150537634,0.049462365591398,False,1,False,2,2,9,4,26.36157725,13.26759725,4.19300825,1.1179325,0,3,8,20,0,3,8188657,4007,13008329,27949
5018,2016-17,21600484,1482937200,SAC,POR,False,False,153,45,16,12,13,92.5,0.50175,36,0.4227761485826,0.057673509286413,False,0,False,1,1,5,2,28.184314,12.61069975,4.2103795,0.9231655,0,0,21,3,0,12,885078,24857,2676196,11818
24909,2016-17,21600485,1482939000,TOR,GSW,False,False,184,40,17,17,10,98,0.5529,34,0.788541666666667,0.110416666666667,False,0,False,6,6,10,6,27.2081535,12.97471675,4.87007075,1.011382,55,326,0,1,434,739,34337629,5026,2129187,6585
27690,2016-17,21600488,1483016400,BOS,CLE,False,False,168,54,7,18,6,97.5,0.58945,39,0.680208333333333,0.172916666666667,False,0,False,4,4,10,3,27.13858275,13.60755925,4.1602955,0.90220875,414,0,1,36,3,749,49773440,2610,1345577,9209
10835,2016-17,21600486,1483012800,MIA,CHA,False,False,175,31,7,7,9,98,0.4387,30,0.4375,0.25,False,0,False,1,1,4,2,27.205161,13.054491,3.712655,1.114937,0,26,1,39,3,18,2769816,7786,1189587,7838
13049,2016-17,21600487,1483016400,OKC,MEM,False,False,156,58,16,17,34,90,0.4843,45,0.606617647058824,0.036764705882353,False,0,False,2,2,4,3,25.56583925,14.016646,4.1393395,1.00811175,888,61,0,5,3,546,3705553,23564,6811107,8377
7142,2016-17,21600489,1483020000,PHI,UTA,False,False,160,36,2,4,17,89.5,0.5095,27,0.413541666666667,0.360416666666667,False,0,False,1,1,13,7,26.12374,13.4549595,4.847768,0.84282225,0,0,443,117,273,366,2373723,5477,2680320,12732
8096,2016-17,21600490,1483020000,TOR,PHX,False,False,158,52,2,14,8,97,0.47335,52,0.495463709677419,0.428427419354839,False,0,False,2,2,9,7,27.20536475,13.02101875,4.2232325,1.29803875,1,0,3,19,0,62,2124190,32287,2129187,6585
6876,2016-17,21600493,1483099200,BKN,WAS,False,False,157,39,16,14,23,99,0.56625,37,0.370967741935484,0.225806451612903,False,0,False,1,1,5,2,26.954127,14.03386375,4.11856425,0.9735655,7,0,0,63,0,125,2553480,7809,715894,11865
14318,2016-17,21600492,1483088400,CHI,IND,False,False,165,61,12,11,10,94,0.48855,45,0.477272727272727,0.045454545454546,False,0,False,2,2,7,2,27.3505755,13.1873515,3.8688735,0.973749,0,0,0,2,0,232,2367115,6584,11195041,5763
15219,2016-17,21600494,1483101000,MIA,BOS,False,False,164,39,4,4,3,93.5,0.6114,31,0.439393939393939,0.272727272727273,False,0,False,1,1,8,3,26.9379685,13.3172335,3.897038,1.0888365,81,26,2,75,3,255,1345577,9209,1189587,7838
8578,2016-17,21600497,1483102800,MIL,MIN,False,False,151,38,7,14,17,86,0.61875,36,0.40625,0.1875,False,0,False,1,1,7,7,25.865987,14.3063005,5.6148515,1.07760775,7,22,414,428,0,308,4638142,11016,2063668,7858
9722,2016-17,21600495,1483102800,NYK,NOP,False,False,178,33,4,10,12,101,0.4658,30,0.449240986717268,0.133776091081594,False,0,False,2,2,8,6,26.25162575,13.372413,4.47520075,0.96202,2,0,8,3,0,385,2259013,22884,12811504,24619
9964,2016-17,21600500,1483106400,PHI,DEN,False,False,170,82,0,4,2,98,0.5324,59,0.331653225806452,0.211693548387097,False,0,False,0,0,11,8,26.35482225,14.3167875,4.61323525,0.92758175,0,0,451,163,4,12,2089280,5608,2680320,12732
9983,2016-17,21600499,1483104600,POR,SAS,False,False,155,46,5,7,16,92,0.532,41,0.612132352941176,0.400735294117647,False,0,False,1,1,7,5,28.49711225,12.1448775,3.9931355,1.03226975,500,14,0,3,183,503,16957064,15316,885078,24857
19981,2016-17,21600505,1483185600,CLE,CHA,True,False,163,48,12,17,12,90,0.57935,36,0.674975562072336,0.198435972629521,False,0,False,4,4,6,2,27.40577525,13.34481675,3.9759125,0.92830925,333,0,0,0,3,512,2155711,7511,49773440,2610
9211,2016-17,21600502,1483178400,MEM,SAC,True,False,159,37,5,15,14,83.5,0.55515,32,0.51875,0.1625,False,0,False,2,2,6,3,26.9713155,13.06796425,4.00698625,0.9917875,0,47,21,5,0,48,2676196,11818,3705553,23564
13975,2016-17,21600503,1483185600,MIL,CHI,True,False,159,55,2,4,20,89.5,0.5414,40,0.48435972629521,0.000977517106549,False,0,False,2,2,8,6,25.7104235,14.1758625,4.81157125,1.09066575,7,22,414,428,0,450,11195041,5763,2063668,7858
24143,2016-17,21600504,1483189200,NYK,HOU,True,False,197,54,14,7,7,104,0.53295,40,0.617647058823529,0.235294117647059,False,0,False,2,2,9,3,25.3025185,14.30305275,4.99316625,1.0860845,753,428,8,4,1,500,6958085,16593,12648603,23860
6991,2016-17,21600506,1483189200,PHX,UTA,True,False,160,30,4,5,5,90,0.4941,37,0.454545454545455,0.303030303030303,False,0,False,1,1,9,5,26.613811,12.9685265,4.85369375,1.20655825,0,0,3,135,269,366,2373723,5477,2124190,32287
5362,2016-17,21600510,1483268400,ORL,IND,True,False,183,35,11,16,13,97.5,0.5184,38,0.455882352941176,0.029411764705882,False,0,False,1,1,8,3,27.754556,12.83821775,4.047414,0.9160785,0,0,0,2,0,40,2367115,6584,856689,9562
26750,2016-17,21600508,1483268400,SAS,ATL,True,False,182,49,2,5,2,91.5,0.52465,42,0.666666666666667,0.303030303030303,False,1,False,2,2,10,6,27.31685725,12.5751145,4.20159525,1.11288175,500,17,0,17,183,494,8241736,4175,16957064,15316
16478,2016-17,21600512,1483281000,TOR,LAL,True,False,167,63,1,2,9,95.5,0.5552,46,0.510416666666667,0.354166666666667,False,0,False,2,2,11,7,27.3142305,12.952649,4.76249025,1.1117925,1,0,0,1,0,62,2726466,3853,2129187,6585
13590,2016-17,21600517,1483362000,CHA,CHI,False,False,173,51,1,3,7,96.5,0.5269,36,0.514705882352941,0.088235294117647,False,0,False,2,2,6,4,26.747309,13.6105745,3.65743675,0.93022475,0,0,0,0,0,192,3419881,5425,2007757,7511
21951,2016-17,21600520,1483371000,DEN,GSW,False,False,196,39,4,9,8,103.5,0.552,35,0.638591800356506,0.428698752228164,False,0,False,4,4,8,5,26.847682,13.7840525,5.26599925,1.004661,54,326,8,163,434,689,34318441,2715,1743108,9646
19793,2016-17,21600514,1483358400,NOP,CLE,False,False,178,32,1,2,8,96.5,0.4186,31,0.590625,0.38125,False,0,False,4,4,7,4,26.91812375,13.16706325,4.69844375,0.92597625,335,0,0,0,3,897,49773440,2610,2259013,22884
21823,2016-17,21600513,1483358400,OKC,MIL,False,False,157,43,6,7,4,89,0.52225,37,0.558823529411765,0.117647058823529,False,0,False,2,2,6,6,24.93939725,14.83747575,5.26498825,1.02696325,895,36,414,428,3,756,2063668,7858,7063334,8424
9428,2016-17,21600516,1483360200,ORL,NYK,False,False,174,38,8,12,12,94,0.5475,37,0.456709956709957,0.056277056277056,False,0,False,1,1,10,5,26.63897975,13.19557375,4.31278775,1.07100925,0,0,8,3,0,0,12630743,24236,856689,9562
8082,2016-17,21600519,1483371000,PHX,LAC,False,False,181,60,6,13,11,100.5,0.45245,50,0.452614379084967,0.316993464052288,False,0,False,1,1,4,2,27.12112225,12.76433,4.771354,1.44959,0,20,3,18,0,104,15058087,16167,2124190,32287
5798,2016-17,21600515,1483360200,UTA,BKN,False,False,171,43,2,0,12,93.5,0.45925,39,0.433823529411765,0.367647058823529,False,0,False,1,1,9,3,26.45036175,13.40818575,4.5343725,0.8792365,0,0,0,117,269,366,715894,11865,2429712,5479
10859,2016-17,21600518,1483362000,WAS,HOU,False,False,173,33,12,8,10,100,0.48565,33,0.621428571428571,0.242857142857143,False,0,False,2,2,7,3,26.12919575,14.3991765,5.09169825,1.036474,760,428,0,64,1,625,6958085,16593,2553480,7809
7213,2016-17,21600523,1483446600,IND,DET,False,False,171,42,6,0,5,91,0.59415,27,0.465079365079365,0.041269841269841,False,0,False,1,1,5,1,28.50466925,12.46580925,3.67389625,0.9771615,0,0,0,2,0,40,1321170,31765,2367115,6584
12979,2016-17,21600528,1483457400,MEM,LAL,False,False,159,63,9,14,14,94,0.5352,39,0.467717717717718,0.286786786786787,False,0,False,1,1,6,3,26.501631,13.24003625,4.4302865,1.107386,0,47,0,5,0,48,2726466,3853,3705553,23564
4519,2016-17,21600527,1483452000,MIA,PHX,False,False,168,38,4,17,9,91,0.4773,46,0.285714285714286,0,False,0,False,0,0,4,3,26.75678275,13.00240525,4.299339,1.50108175,0,26,4,57,3,18,2124190,32287,1313463,7894
5507,2016-17,21600526,1483452000,SAC,DEN,False,False,171,31,9,6,7,95.5,0.5938,31,0.418003565062389,0.012477718360071,False,0,False,1,1,9,4,27.4234435,13.58991275,4.7351185,0.989473,0,0,29,163,0,12,1712988,9468,2629442,8082
13106,2016-17,21600525,1483450200,TOR,SAS,False,False,161,37,19,30,28,91,0.5161,35,0.74554367201426,0.097147950089127,False,0,False,3,3,13,10,28.09671325,12.31475475,4.121946,1.10529825,501,14,0,1,183,553,16957064,15316,2129187,6585
11887,2016-17,21600522,1483446600,UTA,BOS,False,False,156,38,9,11,11,90,0.5997,39,0.608403361344538,0.040336134453782,False,0,False,2,2,13,5,26.79499675,13.28335475,4.45139275,0.794313,81,0,1,153,269,603,1269300,8998,2429712,5479
6280,2016-17,21600524,1483450200,WAS,DAL,False,False,170,38,6,1,8,100,0.54435,40,0.389483065953654,0.190730837789661,False,0,False,1,1,9,5,28.9513485,12.234484,4.123495,0.9232455,7,0,1,67,0,125,5708795,10233,2553480,7809
4347,2016-17,21600530,1483531200,ATL,ORL,False,False,167,28,5,13,19,96.5,0.54375,29,0.486928104575163,0.084967320261438,False,0,False,1,1,9,5,26.7735895,12.9788715,4.276316,1.02613375,0,3,0,17,0,3,1018998,9660,8241736,4175
20074,2016-17,21600532,1483534800,CHI,CLE,False,False,168,39,6,9,12,89.5,0.5083,34,0.636796536796537,0.302164502164502,False,0,False,4,4,8,4,26.90149725,13.33935775,4.35749025,1.092636,333,0,0,0,3,704,49773440,2610,11112967,5116
6437,2016-17,21600533,1483543800,MEM,LAC,False,False,161,70,10,4,9,94.5,0.5314,54,0.608108108108108,0.027027027027027,False,0,False,2,2,4,1,27.159057,12.560874,4.21315575,1.20503475,0,67,0,5,0,152,15058087,16167,3733195,25886
20377,2016-17,21600531,1483533000,MIL,NYK,False,False,172,43,0,14,1,94.5,0.52405,34,0.492869875222816,0.044563279857398,False,0,False,2,2,9,6,25.70239175,14.1154545,4.906804,1.124794,7,22,422,431,0,258,12678469,25218,2063668,7858
14307,2016-17,21600529,1483531200,OKC,CHA,False,False,176,72,5,1,11,101,0.5016,52,0.571428571428571,0.057142857142857,False,0,False,2,2,4,3,25.97628275,14.27218775,4.11085375,0.86652225,888,14,0,0,3,498,2621862,7786,7063334,8424
19689,2016-17,21600534,1483543800,POR,GSW,False,False,176,57,2,7,8,103.5,0.5487,46,0.636904761904762,0.44047619047619,False,0,False,4,4,4,1,27.6085525,12.8048395,4.74126025,0.9383535,54,326,0,3,434,689,34184651,8250,885078,24857
6150,2016-17,21600536,1483617600,BKN,IND,False,False,183,32,7,13,12,98,0.55995,29,0.371212121212121,0.257575757575758,False,0,False,1,1,5,1,27.243026,13.580384,3.7546585,0.86824525,0,0,0,2,0,40,2419110,7066,715894,11865
7023,2016-17,21600538,1483619400,CHA,DET,False,False,188,66,10,15,1,99,0.45755,46,0.493993993993994,0.123123123123123,False,0,False,1,1,4,2,27.90140275,12.88903225,3.4624595,0.93363725,0,0,0,0,0,0,1321170,31765,2621862,7786
10563,2016-17,21600542,1483628400,LAL,POR,False,False,167,63,9,0,9,97.5,0.5408,46,0.37375533428165,0.063300142247511,False,0,False,0,0,5,1,27.7146295,12.78277175,4.63367975,1.038764,0,0,0,3,0,12,2424902,26171,3319386,8252
26059,2016-17,21600540,1483621200,OKC,HOU,False,False,177,57,11,14,2,96,0.54025,41,0.666666666666667,0.166666666666667,False,0,False,2,2,6,3,24.539524,15.025074,5.3513505,0.98825375,1641,442,0,1,4,998,6923478,16590,7063334,8424
6463,2016-17,21600543,1483630200,SAS,DEN,False,False,176,34,5,13,28,94.5,0.56375,32,0.6,0.4,False,0,False,1,1,11,8,27.73624175,13.1240905,4.5178745,1.09857725,500,14,8,163,183,503,2119400,5786,16957064,15316
9235,2016-17,21600537,1483619400,UTA,TOR,False,False,164,49,4,2,8,84.5,0.47665,41,0.643790849673203,0.065359477124183,False,0,False,3,3,14,8,27.46434525,12.47768325,4.62769925,0.9664095,1,0,0,118,269,428,2053719,3681,2250893,5501
24573,2016-17,21600547,1483705800,CLE,BKN,False,False,179,62,11,18,8,109,0.4915,50,0.5,0.529411764705882,False,0,False,3,3,6,1,26.79394775,13.73239025,4.24327525,0.98713225,333,0,0,0,3,512,715894,11865,49773440,2610
16296,2016-17,21600545,1483704000,HOU,ORL,False,False,177,25,8,4,7,91,0.5011,29,0.594594594594595,0.324324324324324,False,0,False,1,1,9,6,25.71453075,14.014327,5.076474,0.99428575,753,428,0,1,1,500,1018998,9660,7019315,17121
11385,2016-17,21600551,1483716600,LAC,SAC,False,False,171,43,12,2,8,90,0.5036,31,0.530075187969925,0.203007518796992,False,0,False,2,2,6,0,27.6996725,12.52388825,4.8873115,1.14774525,0,20,21,0,0,104,2629442,8082,15058087,16167
44040,2016-17,21600550,1483716600,MEM,GSW,False,False,186,58,12,19,9,96,0.54535,49,0.720029239766082,0.282163742690059,False,1,False,5,5,5,2,26.395554,13.262104,4.537867,1.0069755,54,373,0,5,434,725,34337629,5026,3705554,23564
18315,2016-17,21600549,1483716600,MIA,LAL,False,False,188,56,2,11,27,101,0.5043,45,0.315315315315315,0.036036036036036,False,0,False,0,0,6,2,26.8656485,12.9340355,4.83859675,1.3148355,0,26,1,39,3,18,3319386,8252,1313463,7894
13273,2016-17,21600544,1483704000,MIN,WAS,False,False,167,26,8,5,7,89,0.5876,33,0.392436974789916,0.156302521008403,False,0,False,1,1,6,5,27.21724,13.77126925,5.0360595,1.06601125,7,0,0,63,0,175,2553480,7809,4613337,10696
27051,2016-17,21600548,1483707600,NYK,MIL,False,False,161,55,12,13,5,97,0.5746,40,0.49327731092437,0.072268907563025,False,0,False,2,2,9,7,25.70239175,14.1154545,4.906804,1.124794,7,22,422,431,0,258,2063668,7858,12960604,26967
18680,2016-17,21600546,1483705800,PHI,BOS,False,False,166,51,11,2,4,99,0.5184,45,0.436363636363636,0.327272727272727,False,0,False,1,1,12,5,26.04594525,14.31312325,4.04100025,0.76220625,81,0,444,36,4,237,1260678,8695,2680320,12732
8134,2016-17,21600557,1483795800,ATL,DAL,True,False,156,42,3,7,15,91,0.4624,40,0.430555555555556,0.25,False,0,False,1,1,10,6,28.259281,11.921658,3.98849125,0.9279805,0,3,1,21,0,3,5994373,10466,7982473,3988
12815,2016-17,21600558,1483795800,CHA,SAS,True,False,164,45,3,9,17,92,0.4521,35,0.673048048048048,0.265015015015015,False,0,False,2,2,8,6,27.69455725,12.85768375,3.7612565,0.95930225,500,14,0,0,183,491,16957064,15316,2769816,7786
17459,2016-17,21600555,1483794000,DEN,OKC,True,False,188,53,0,8,15,105,0.50005,43,0.478228228228228,0.178678678678679,False,0,False,1,1,7,6,26.01796725,14.5385945,4.86747175,1.00579725,888,14,8,163,3,510,7027619,10358,2089280,5608
13719,2016-17,21600553,1483792200,NOP,BOS,True,False,178,44,4,20,9,94.5,0.52815,42,0.494744744744745,0.232732732732733,False,0,False,2,2,9,3,26.496743,13.7010225,4.18277325,0.7374645,83,0,1,36,0,622,1269300,8998,2365862,24147
29158,2016-17,21600554,1483794000,TOR,CHI,True,False,182,82,13,12,5,96,0.46545,49,0.592857142857143,0.185714285714286,False,1,False,3,3,11,6,27.149465,13.0676455,4.01812625,1.07622075,1,0,0,1,0,254,11195041,5763,2053719,3681
14727,2016-17,21600556,1483794000,UTA,MIN,True,False,157,49,1,11,2,87,0.4744,40,0.450075075075075,0.289039039039039,False,0,False,1,1,10,7,26.71347475,13.14559125,5.45186775,0.97168225,0,0,0,117,269,416,4638142,11016,2499862,5531
26980,2016-17,21600565,1483882200,CLE,PHX,True,False,169,38,16,3,4,94,0.60425,31,0.547876447876448,0.447104247104247,False,0,False,3,3,6,3,26.957397,13.292731,4.5625965,1.314454,333,0,3,18,3,512,2124190,32287,49773440,2610
17354,2016-17,21600559,1483916400,DET,POR,True,False,203,24,3,7,1,93,0.57465,27,0.43421052631579,0.026315789473684,False,2,False,0,0,3,1,28.70395775,12.176226,3.6943385,1.00660475,0,0,0,3,0,12,2424902,26171,1321170,31765
31344,2016-17,21600566,1483884000,GSW,SAC,True,False,163,49,7,10,11,101.5,0.5613,39,0.627252252252252,0.421171171171171,False,0,False,5,5,7,2,26.9361695,13.22511825,5.21202275,0.949686,54,326,21,0,434,677,2629442,8082,34337629,5026
26191,2016-17,21600563,1483873200,HOU,TOR,True,False,167,61,2,4,7,104,0.59385,47,0.714912280701754,0.096491228070176,False,0,False,3,3,11,6,26.21698425,13.82599075,4.87704525,1.0336255,754,428,0,2,1,562,2129187,6585,6848757,9236
14475,2016-17,21600561,1483864200,MIA,LAC,True,False,170,46,13,14,12,96,0.4408,41,0.465249662618084,0.351551956815115,False,0,False,1,1,4,1,27.5230745,12.25487325,4.621466,1.41248425,0,46,1,39,3,122,15058087,16167,1313463,7894
12844,2016-17,21600567,1483885800,ORL,LAL,True,False,177,53,2,12,16,101.5,0.4727,41,0.385526315789474,0.071052631578947,False,0,False,0,0,9,6,26.811777,13.14098525,4.961919,1.07245275,0,0,0,0,0,0,2726466,3853,1013505,9636
15482,2016-17,21600560,1483894800,PHI,BKN,True,False,172,44,11,5,10,105.5,0.4809,40,0.246638655462185,0.036134453781513,False,0,False,0,0,8,4,25.70131025,14.43795425,4.12398,0.84712975,0,0,443,0,4,0,715894,11865,2680320,12732
17491,2016-17,21600562,1483864200,WAS,MIL,True,False,164,38,8,4,6,97,0.5332,42,0.5,0.028571428571429,False,0,False,2,2,7,6,26.529069,14.21157825,5.005336,1.0751835,14,22,414,491,0,383,2063668,7858,2553480,7809
15614,2016-17,21600570,1483966800,DAL,MIN,False,False,149,30,8,7,9,88.5,0.57525,45,0.297297297297297,0,False,0,False,0,0,9,7,28.2882665,12.32920625,4.7330105,0.92566975,0,0,1,4,0,50,4638142,11016,5994373,10466
20937,2016-17,21600568,1483965000,NOP,NYK,False,False,170,35,9,25,14,92.5,0.52055,32,0.413940256045519,0.091038406827881,False,0,False,2,2,8,4,26.25162575,13.372413,4.47520075,0.96202,2,0,8,3,0,385,12940437,26266,2319902,24147
24980,2016-17,21600569,1483966800,OKC,CHI,False,False,167,33,15,22,15,92.5,0.5274,30,0.546230440967283,0.065433854907539,False,0,False,2,2,6,5,25.47200475,14.26672875,4.4924315,1.030849,888,14,0,0,3,690,11112967,5116,7027619,10358
6802,2016-17,21600573,1484051400,ATL,BKN,False,False,179,61,18,16,20,101.5,0.48805,41,0.394894894894895,0.345345345345345,False,0,False,1,1,6,1,26.2620595,13.72103775,3.9835605,0.9783005,0,3,0,17,0,3,652256,11550,7982473,3988
20104,2016-17,21600572,1484051400,BOS,TOR,False,False,172,47,9,4,8,98,0.5261,41,0.635135135135135,0.027027027027027,False,0,False,3,3,13,5,27.3865505,13.335847,3.8209315,0.8857935,82,0,1,37,0,299,2053719,3681,1269300,8998
18094,2016-17,21600574,1484053200,CHA,HOU,False,False,174,42,20,17,7,99,0.5865,38,0.647773279352227,0.242914979757085,False,0,False,2,2,6,2,25.81482825,14.36891975,4.51635575,0.8876295,753,428,0,1,1,500,6848757,9236,2769816,7786
23240,2016-17,21600571,1484049600,CHI,WAS,False,False,171,30,12,4,2,99,0.5134,42,0.5,0,False,0,False,2,1,7,4,27.0616765,13.64083125,4.23277925,1.07906925,7,0,0,63,0,317,2553480,7809,10511235,4100
32122,2016-17,21600576,1484056800,CLE,UTA,False,False,164,44,15,9,8,95.5,0.49045,40,0.683760683760684,0.188034188034188,False,0,False,4,4,11,4,27.2163775,12.7493955,4.96706325,0.98282475,333,0,0,117,272,878,2499862,5531,49979624,2629
7928,2016-17,21600579,1484062200,DET,SAC,False,False,156,45,13,9,6,89.5,0.51625,41,0.433471933471934,0.056133056133056,False,0,False,1,1,6,1,28.03157475,12.59650475,4.165101,1.01793725,0,0,21,0,0,0,2097745,8024,1321170,31765
29024,2016-17,21600578,1484062200,MIA,GSW,False,False,175,39,1,11,12,99.5,0.48905,38,0.562078272604588,0.560053981106613,False,0,False,4,3,5,2,26.7595715,12.95610325,4.94617725,1.214425,54,352,1,39,437,695,33193816,4982,1313463,7894
25773,2016-17,21600575,1484055000,MIL,SAS,False,False,172,27,6,6,2,90.5,0.5644,28,0.655405405405405,0.310810810810811,False,0,False,2,2,10,9,26.65767175,13.42297175,4.915391,1.11974325,507,36,414,428,183,749,16957064,15316,2080836,9880
13288,2016-17,21600577,1484062200,POR,LAL,False,False,168,46,2,9,21,93,0.49345,39,0.388055034396498,0.044402751719825,False,0,False,0,0,5,1,27.7146295,12.78277175,4.63367975,1.038764,0,0,0,3,0,12,3319386,8252,2424902,26171
19790,2016-17,21600582,1484139600,HOU,MIN,False,False,168,47,1,12,14,100.5,0.5463,42,0.545394736842105,0.45921052631579,False,0,False,1,1,7,4,25.46611375,14.49389875,5.70121375,1.03889825,753,428,0,1,1,550,4366827,8567,6636942,7078
31674,2016-17,21600580,1484136000,NYK,PHI,False,False,181,31,5,4,1,95,0.46895,34,0.366541353383459,0.161654135338346,False,0,False,1,1,11,7,25.800828,13.98451375,4.33342775,0.98676175,0,0,451,3,4,0,2686434,14174,12960604,26967
