Game_Date,is_weekend,is_christmas,Total_FGA,Total_FTA,HT_Diff,Q4_Diff,Final_Diff,Avg_Pace,Avg_EFG,Total_Fouls,Avg_Win.,Win._Diff,First_Five_Games,Num_OT,is_opening_day,Num_Allstars,Active_Allstars,Num_Internationals,Active_Internationals,jumpshots_made,layups_made,dunks_made,tipins_made,MVP_points,SMA_points,ROY_points,MIP_points,DPOY_points,All_NBA_points,All_Star_Points,Total_PER,Avg_PER,Avg_Allstar_Points,Total_Viewers
1482939000,0,0,184,40,17,17,10,98.0,0.5529,34,0.7885416670000001,0.110416667,0,0,0,6,6,10,6,27.208153499999998,12.97471675,4.87007075,1.011382,55,326,0,1,434,739,141,150.4643825,25.07739708,23.5,24909
1483016400,0,0,168,54,7,18,6,97.5,0.58945,39,0.6802083329999999,0.172916667,0,0,0,4,4,10,3,27.13858275,13.60755925,4.1602955,0.90220875,414,0,1,36,3,749,116,132.5688352,33.14220879,29.0,27690
1483012800,0,0,175,31,7,7,9,98.0,0.4387,30,0.4375,0.25,0,0,0,1,1,4,2,27.205161,13.054491,3.7126550000000003,1.114937,0,26,1,39,3,18,22,20.61669444,20.61669444,22.0,10835
1483016400,0,0,156,58,16,17,34,90.0,0.4843,45,0.606617647,0.036764706,0,0,0,2,2,4,3,25.56583925,14.016646,4.139339499999999,1.00811175,888,61,0,5,3,546,46,31.14818314,15.57409157,23.0,13049
1483020000,0,0,160,36,2,4,17,89.5,0.5095,27,0.41354166700000006,0.360416667,0,0,0,1,1,13,7,26.123739999999998,13.4549595,4.847768,0.84282225,0,0,443,117,273,366,20,24.7193125,24.7193125,20.0,7142
1483020000,0,0,158,52,2,14,8,97.0,0.47335,52,0.49546371,0.428427419,0,0,0,2,2,9,7,27.20536475,13.02101875,4.2232325,1.29803875,1,0,3,19,0,62,48,38.26616391,19.13308195,24.0,8096
1483099200,0,0,157,39,16,14,23,99.0,0.56625,37,0.37096774200000004,0.225806452,0,0,0,1,1,5,2,26.954127000000003,14.03386375,4.11856425,0.9735655000000001,7,0,0,63,0,125,19,29.87815625,29.87815625,19.0,6876
1483088400,0,0,165,61,12,11,10,94.0,0.48855,45,0.477272727,0.045454545,0,0,0,2,2,7,2,27.3505755,13.187351500000002,3.8688735,0.973749,0,0,0,2,0,232,57,44.78074822,22.39037411,28.5,14318
1483101000,0,0,164,39,4,4,3,93.5,0.6114,31,0.439393939,0.272727273,0,0,0,1,1,8,3,26.9379685,13.317233499999999,3.897038,1.0888365,81,26,2,75,3,255,52,51.29756757,51.29756757,52.0,15219
1483102800,0,0,151,38,7,14,17,86.0,0.61875,36,0.40625,0.1875,0,0,0,1,1,7,7,25.865987,14.3063005,5.6148515,1.07760775,7,22,414,428,0,308,25,34.34878125,34.34878125,25.0,8578
1483102800,0,0,178,33,4,10,12,101.0,0.4658,30,0.44924098700000004,0.13377609099999999,0,0,0,2,2,8,6,26.25162575,13.372413,4.47520075,0.9620200000000001,2,0,8,3,0,385,49,40.39969265,20.19984632,24.5,9722
1483106400,0,0,170,82,0,4,2,98.0,0.5324,59,0.331653226,0.211693548,0,0,0,0,0,11,8,26.35482225,14.3167875,4.61323525,0.92758175,0,0,451,163,4,12,0,0.0,0.0,0.0,9964
1483104600,0,0,155,46,5,7,16,92.0,0.532,41,0.612132353,0.40073529399999996,0,0,0,1,1,7,5,28.49711225,12.1448775,3.9931355,1.03226975,500,14,0,3,183,503,0,0.0,0.0,0.0,9983
1483185600,1,0,163,48,12,17,12,90.0,0.57935,36,0.6749755620000001,0.19843597300000002,0,0,0,4,4,6,2,27.40577525,13.34481675,3.9759125,0.92830925,333,0,0,0,3,512,97,95.96179151,31.98726384,32.33333333,19981
1483178400,1,0,159,37,5,15,14,83.5,0.55515,32,0.51875,0.1625,0,0,0,2,2,6,3,26.971315500000003,13.06796425,4.00698625,0.9917875,0,47,21,5,0,48,28,21.65800627,10.82900313,14.0,9211
1483185600,1,0,159,55,2,4,20,89.5,0.5414,40,0.484359726,0.000977517,0,0,0,2,2,8,6,25.710423499999997,14.1758625,4.81157125,1.09066575,7,22,414,428,0,450,61,67.78058537,33.89029268,30.5,13975
1483189200,1,0,197,54,14,7,7,104.0,0.53295,40,0.6176470589999999,0.235294118,0,0,0,2,2,9,3,25.3025185,14.30305275,4.99316625,1.0860845,753,428,8,4,1,500,60,56.18415414,28.09207707,30.0,24143
1483189200,1,0,160,30,4,5,5,90.0,0.4941,37,0.454545455,0.303030303,0,0,0,1,1,9,5,26.613811,12.9685265,4.85369375,1.20655825,0,0,3,135,269,366,18,26.27694286,26.27694286,18.0,6991
1483268400,1,0,183,35,11,16,13,97.5,0.5184,38,0.45588235299999996,0.029411765,0,0,0,1,1,8,3,27.754556,12.83821775,4.047414,0.9160785,0,0,0,2,0,40,19,20.28741935,20.28741935,19.0,5362
1483268400,1,0,182,49,2,5,2,91.5,0.52465,42,0.666666667,0.303030303,0,1,0,2,2,10,6,27.31685725,12.5751145,4.20159525,1.11288175,500,17,0,17,183,494,45,35.08598328,17.54299164,22.5,26750
1483281000,1,0,167,63,1,2,9,95.5,0.5552,46,0.510416667,0.35416666700000005,0,0,0,2,2,11,7,27.3142305,12.952649000000001,4.76249025,1.1117925,1,0,0,1,0,62,72,70.23157582,35.11578791,36.0,16478
1483362000,0,0,173,51,1,3,7,96.5,0.5269,36,0.514705882,0.088235294,0,0,0,2,2,6,4,26.747309,13.6105745,3.65743675,0.93022475,0,0,0,0,0,192,86,103.86047370000001,51.93023684,43.0,13590
1483371000,0,0,196,39,4,9,8,103.5,0.552,35,0.6385918,0.428698752,0,0,0,4,4,8,5,26.847682,13.7840525,5.26599925,1.004661,54,326,8,163,434,689,83,80.74529026,20.18632256,20.75,21951
1483358400,0,0,178,32,1,2,8,96.5,0.4186,31,0.590625,0.38125,0,0,0,4,4,7,4,26.91812375,13.16706325,4.69844375,0.92597625,335,0,0,0,3,897,58,45.44830128,15.14943376,19.33333333,19793
1483358400,0,0,157,43,6,7,4,89.0,0.52225,37,0.558823529,0.117647059,0,0,0,2,2,6,6,24.93939725,14.83747575,5.26498825,1.02696325,895,36,414,428,3,756,56,46.22373713,23.11186856,28.0,21823
1483360200,0,0,174,38,8,12,12,94.0,0.5475,37,0.45670995700000006,0.056277056,0,0,0,1,1,10,5,26.63897975,13.19557375,4.31278775,1.07100925,0,0,8,3,0,0,19,19.42654286,19.42654286,19.0,9428
1483371000,0,0,181,60,6,13,11,100.5,0.45245,50,0.452614379,0.316993464,0,0,0,1,1,4,2,27.12112225,12.764330000000001,4.771354,1.44959,0,20,3,18,0,104,9,16.1903871,16.1903871,9.0,8082
1483360200,0,0,171,43,2,0,12,93.5,0.45925,39,0.433823529,0.367647059,0,0,0,1,1,9,3,26.45036175,13.40818575,4.5343725,0.8792365,0,0,0,117,269,366,30,32.65831429,32.65831429,30.0,5798
1483362000,0,0,173,33,12,8,10,100.0,0.48565,33,0.621428571,0.242857143,0,0,0,2,2,7,3,26.12919575,14.399176500000001,5.09169825,1.036474,760,428,0,64,1,625,41,34.15373616,17.07686808,20.5,10859
1483446600,0,0,171,42,6,0,5,91.0,0.59415,27,0.465079365,0.041269841,0,0,0,1,1,5,1,28.50466925,12.46580925,3.67389625,0.9771615,0,0,0,2,0,40,32,34.19497222,34.19497222,32.0,7213
1483457400,0,0,159,63,9,14,14,94.0,0.5352,39,0.46771771799999995,0.286786787,0,0,0,1,1,6,3,26.501631,13.24003625,4.4302865,1.107386,0,47,0,5,0,48,22,28.79505714,28.79505714,22.0,12979
1483452000,0,0,168,38,4,17,9,91.0,0.4773,46,0.28571428600000004,0.0,0,0,0,0,0,4,3,26.75678275,13.00240525,4.299339,1.50108175,0,26,4,57,3,18,0,0.0,0.0,0.0,4519
1483452000,0,0,171,31,9,6,7,95.5,0.5938,31,0.418003565,0.012477718,0,0,0,1,1,9,4,27.4234435,13.58991275,4.7351185,0.9894729999999999,0,0,29,163,0,12,31,30.76655882,30.76655882,31.0,5507
1483450200,0,0,161,37,19,30,28,91.0,0.5161,35,0.745543672,0.09714795,0,0,0,3,3,13,10,28.09671325,12.31475475,4.121946,1.10529825,501,14,0,1,183,553,57,64.85885114,21.61961705,19.0,13106
1483446600,0,0,156,38,9,11,11,90.0,0.5997,39,0.608403361,0.040336133999999996,0,0,0,2,2,13,5,26.79499675,13.28335475,4.45139275,0.794313,81,0,1,153,269,603,52,63.99165042,31.99582521,26.0,11887
1483450200,0,0,170,38,6,1,8,100.0,0.54435,40,0.389483066,0.190730838,0,0,0,1,1,9,5,28.951348499999998,12.234484,4.123495,0.9232454999999999,7,0,1,67,0,125,27,28.75805128,28.75805128,27.0,6280
1483531200,0,0,167,28,5,13,19,96.5,0.54375,29,0.486928105,0.08496732,0,0,0,1,1,9,5,26.773589500000003,12.9788715,4.2763160000000005,1.02613375,0,3,0,17,0,3,16,18.53186667,18.53186667,16.0,4347
1483534800,0,0,168,39,6,9,12,89.5,0.5083,34,0.636796537,0.302164502,0,0,0,4,4,8,4,26.90149725,13.33935775,4.35749025,1.0926360000000002,333,0,0,0,3,704,51,51.74908179,25.8745409,25.5,20074
1483543800,0,0,161,70,10,4,9,94.5,0.5314,54,0.6081081079999999,0.027027027000000002,0,0,0,2,2,4,1,27.159057,12.560874,4.21315575,1.20503475,0,67,0,5,0,152,41,48.40564715,24.20282357,20.5,6437
1483533000,0,0,172,43,0,14,1,94.5,0.52405,34,0.492869875,0.04456328,0,0,0,2,2,9,6,25.70239175,14.115454500000002,4.906804,1.124794,7,22,422,431,0,258,57,59.20753222,29.60376611,28.5,20377
1483531200,0,0,176,72,5,1,11,101.0,0.5016,52,0.571428571,0.057142857000000005,0,0,0,2,2,4,3,25.97628275,14.27218775,4.11085375,0.86652225,888,14,0,0,3,498,53,57.62298663,28.81149332,26.5,14307
1483543800,0,0,176,57,2,7,8,103.5,0.5487,46,0.636904762,0.44047619,0,0,0,4,4,4,1,27.608552500000002,12.8048395,4.74126025,0.9383535,54,326,0,3,434,689,88,95.4432334,23.86080835,22.0,19689
1483617600,0,0,183,32,7,13,12,98.0,0.55995,29,0.371212121,0.257575758,0,0,0,1,1,5,1,27.243026,13.580384,3.7546585,0.86824525,0,0,0,2,0,40,26,34.73293548,34.73293548,26.0,6150
1483619400,0,0,188,66,10,15,1,99.0,0.45755,46,0.493993994,0.123123123,0,0,0,1,1,4,2,27.90140275,12.88903225,3.4624595,0.93363725,0,0,0,0,0,0,32,27.92741667,27.92741667,32.0,7023
1483628400,0,0,167,63,9,0,9,97.5,0.5408,46,0.373755334,0.063300142,0,0,0,0,0,5,1,27.714629499999997,12.78277175,4.63367975,1.038764,0,0,0,3,0,12,0,0.0,0.0,0.0,10563
1483621200,0,0,177,57,11,14,2,96.0,0.54025,41,0.666666667,0.166666667,0,0,0,2,2,6,3,24.539524,15.025073999999998,5.3513505,0.98825375,1641,442,0,1,4,998,75,68.09384211,34.04692105,37.5,26059
1483630200,0,0,176,34,5,13,28,94.5,0.56375,32,0.6,0.4,0,0,0,1,1,11,8,27.73624175,13.1240905,4.5178745000000005,1.09857725,500,14,8,163,183,503,24,23.74638889,23.74638889,24.0,6463
1483619400,0,0,164,49,4,2,8,84.5,0.47665,41,0.64379085,0.065359477,0,0,0,3,3,14,8,27.46434525,12.47768325,4.62769925,0.9664094999999999,1,0,0,118,269,428,72,60.72101815,20.24033938,24.0,9235
1483705800,0,0,179,62,11,18,8,109.0,0.4915,50,0.5,0.529411765,0,0,0,3,3,6,1,26.79394775,13.73239025,4.24327525,0.98713225,333,0,0,0,3,512,85,84.88325873,28.29441958,28.33333333,24573
1483704000,0,0,177,25,8,4,7,91.0,0.5011,29,0.594594595,0.324324324,0,0,0,1,1,9,6,25.71453075,14.014327,5.076474,0.99428575,753,428,0,1,1,500,14,9.004764706,9.004764706,14.0,16296
1483716600,0,0,171,43,12,2,8,90.0,0.5036,31,0.530075188,0.203007519,0,0,0,2,2,6,0,27.6996725,12.52388825,4.8873115,1.14774525,0,20,21,0,0,104,45,57.13058709,28.56529354,22.5,11385
1483716600,0,0,186,58,12,19,9,96.0,0.54535,49,0.72002924,0.282163743,0,1,0,5,5,5,2,26.395553999999997,13.262104,4.537866999999999,1.0069755,54,373,0,5,434,725,118,97.77841422,19.55568284,23.6,44040
1483716600,0,0,188,56,2,11,27,101.0,0.5043,45,0.315315315,0.036036036,0,0,0,0,0,6,2,26.8656485,12.9340355,4.83859675,1.3148355,0,26,1,39,3,18,0,0.0,0.0,0.0,18315
1483704000,0,0,167,26,8,5,7,89.0,0.5876,33,0.392436975,0.156302521,0,0,0,1,1,6,5,27.217240000000004,13.77126925,5.0360595,1.06601125,7,0,0,63,0,175,18,25.45245,25.45245,18.0,13273
1483707600,0,0,161,55,12,13,5,97.0,0.5746,40,0.493277311,0.07226890799999999,0,0,0,2,2,9,7,25.70239175,14.115454500000002,4.906804,1.124794,7,22,422,431,0,258,51,41.18226856,20.59113428,25.5,27051
1483705800,0,0,166,51,11,2,4,99.0,0.5184,45,0.436363636,0.327272727,0,0,0,1,1,12,5,26.04594525,14.31312325,4.04100025,0.76220625,81,0,444,36,4,237,24,14.148,14.148,24.0,18680
1483795800,1,0,156,42,3,7,15,91.0,0.4624,40,0.430555556,0.25,0,0,0,1,1,10,6,28.259281,11.921658,3.98849125,0.9279805,0,3,1,21,0,3,17,20.04523077,20.04523077,17.0,8134
1483795800,1,0,164,45,3,9,17,92.0,0.4521,35,0.673048048,0.265015015,0,0,0,2,2,8,6,27.69455725,12.85768375,3.7612565000000004,0.95930225,500,14,0,0,183,491,37,26.93553372,13.46776686,18.5,12815
1483794000,1,0,188,53,0,8,15,105.0,0.50005,43,0.478228228,0.17867867899999998,0,0,0,1,1,7,6,26.01796725,14.5385945,4.86747175,1.00579725,888,14,8,163,3,510,32,44.70711429,44.70711429,32.0,17459
1483792200,1,0,178,44,4,20,9,94.5,0.52815,42,0.494744745,0.232732733,0,0,0,2,2,9,3,26.496743,13.7010225,4.18277325,0.7374645000000001,83,0,1,36,0,622,74,74.9955,37.49775,37.0,13719
1483794000,1,0,182,82,13,12,5,96.0,0.46545,49,0.5928571429999999,0.185714286,0,1,0,3,3,11,6,27.149465000000003,13.0676455,4.01812625,1.07622075,1,0,0,1,0,254,105,94.46606025,31.48868675,35.0,29158
1483794000,1,0,157,49,1,11,2,87.0,0.4744,40,0.450075075,0.289039039,0,0,0,1,1,10,7,26.71347475,13.14559125,5.45186775,0.97168225,0,0,0,117,269,416,16,11.30953125,11.30953125,16.0,14727
1483882200,1,0,169,38,16,3,4,94.0,0.60425,31,0.547876448,0.447104247,0,0,0,3,3,6,3,26.957396999999997,13.292731,4.5625965,1.314454,333,0,3,18,3,512,80,70.47664444,23.49221481,26.66666667,26980
1483916400,1,0,203,24,3,7,1,93.0,0.57465,27,0.43421052600000004,0.026315789,0,2,0,0,0,3,1,28.70395775,12.176226,3.6943385,1.00660475,0,0,0,3,0,12,0,0.0,0.0,0.0,17354
1483884000,1,0,163,49,7,10,11,101.5,0.5613,39,0.627252252,0.421171171,0,0,0,5,5,7,2,26.936169500000002,13.22511825,5.21202275,0.949686,54,326,21,0,434,677,102,99.12085192,19.82417038,20.4,31344
1483873200,1,0,167,61,2,4,7,104.0,0.59385,47,0.7149122809999999,0.09649122800000001,0,0,0,3,3,11,6,26.21698425,13.82599075,4.87704525,1.0336254999999999,754,428,0,2,1,562,88,80.64288465,26.88096155,29.33333333,26191
1483864200,1,0,170,46,13,14,12,96.0,0.4408,41,0.465249663,0.351551957,0,0,0,1,1,4,1,27.5230745,12.25487325,4.621466000000001,1.41248425,0,46,1,39,3,122,7,10.55785294,10.55785294,7.0,14475
1483885800,1,0,177,53,2,12,16,101.5,0.4727,41,0.38552631600000004,0.071052632,0,0,0,0,0,9,6,26.811777000000003,13.14098525,4.961919,1.07245275,0,0,0,0,0,0,0,0.0,0.0,0.0,12844
1483894800,1,0,172,44,11,5,10,105.5,0.4809,40,0.246638655,0.036134453999999996,0,0,0,0,0,8,4,25.70131025,14.43795425,4.12398,0.84712975,0,0,443,0,4,0,0,0.0,0.0,0.0,15482
1483864200,1,0,164,38,8,4,6,97.0,0.5332,42,0.5,0.028571429,0,0,0,2,2,7,6,26.529069,14.21157825,5.005336,1.0751834999999998,14,22,414,491,0,383,16,11.774000000000001,11.774000000000001,16.0,17491
1483966800,0,0,149,30,8,7,9,88.5,0.57525,45,0.297297297,0.0,0,0,0,0,0,9,7,28.2882665,12.32920625,4.733010500000001,0.92566975,0,0,1,4,0,50,0,0.0,0.0,0.0,15614
1483965000,0,0,170,35,9,25,14,92.5,0.52055,32,0.413940256,0.09103840699999999,0,0,0,2,2,8,4,26.25162575,13.372413,4.47520075,0.9620200000000001,2,0,8,3,0,385,58,83.11338064,41.55669032,29.0,20937
1483966800,0,0,167,33,15,22,15,92.5,0.5274,30,0.5462304410000001,0.065433855,0,0,0,2,2,6,5,25.47200475,14.26672875,4.4924315,1.030849,888,14,0,0,3,690,22,29.66270846,14.83135423,11.0,24980
1484051400,0,0,179,61,18,16,20,101.5,0.48805,41,0.394894895,0.345345345,0,0,0,1,1,6,1,26.262059499999996,13.72103775,3.9835605000000003,0.9783004999999999,0,3,0,17,0,3,14,18.404793100000003,18.404793100000003,14.0,6802
1484051400,0,0,172,47,9,4,8,98.0,0.5261,41,0.635135135,0.027027027000000002,0,0,0,3,3,13,5,27.386550500000002,13.335847,3.8209315000000004,0.8857934999999999,82,0,1,37,0,299,92,92.5320656,30.84402187,30.66666667,20104
1484053200,0,0,174,42,20,17,7,99.0,0.5865,38,0.647773279,0.24291498,0,0,0,2,2,6,2,25.81482825,14.36891975,4.51635575,0.8876295,753,428,0,1,1,500,65,65.46122076,32.73061038,32.5,18094
1484049600,0,0,171,30,12,4,2,99.0,0.5134,42,0.5,0.0,0,0,0,2,1,7,4,27.0616765,13.64083125,4.23277925,1.07906925,7,0,0,63,0,317,26,26.227375,26.227375,26.0,23240
1484056800,0,0,164,44,15,9,8,95.5,0.49045,40,0.683760684,0.18803418800000002,0,0,0,4,4,11,4,27.216377500000004,12.7493955,4.96706325,0.98282475,333,0,0,117,272,878,89,85.90887872,21.47721968,22.25,32122
1484062200,0,0,156,45,13,9,6,89.5,0.51625,41,0.433471933,0.056133055999999994,0,0,0,1,1,6,1,28.03157475,12.59650475,4.165101,1.01793725,0,0,21,0,0,0,24,36.899,36.899,24.0,7928
1484062200,0,0,175,39,1,11,12,99.5,0.48905,38,0.562078273,0.560053981,0,0,0,4,3,5,2,26.759571500000003,12.95610325,4.94617725,1.214425,54,352,1,39,437,695,65,66.37507357,22.12502452,21.66666667,29024
1484055000,0,0,172,27,6,6,2,90.5,0.5644,28,0.655405405,0.310810811,0,0,0,2,2,10,9,26.65767175,13.42297175,4.9153910000000005,1.11974325,507,36,414,428,183,749,30,28.17913889,14.08956944,15.0,25773
1484062200,0,0,168,46,2,9,21,93.0,0.49345,39,0.38805503399999997,0.044402752000000004,0,0,0,0,0,5,1,27.714629499999997,12.78277175,4.63367975,1.038764,0,0,0,3,0,12,0,0.0,0.0,0.0,13288
1484139600,0,0,168,47,1,12,14,100.5,0.5463,42,0.5453947370000001,0.459210526,0,0,0,1,1,7,4,25.46611375,14.49389875,5.70121375,1.03889825,753,428,0,1,1,550,33,29.82405128,29.82405128,33.0,19790
1484136000,0,0,181,31,5,4,1,95.0,0.46895,34,0.36654135299999996,0.161654135,0,0,0,1,1,11,7,25.800828,13.98451375,4.33342775,0.98676175,0,0,451,3,4,0,28,20.50389189,20.50389189,28.0,31674
1484148600,0,0,168,44,5,2,9,100.5,0.51445,41,0.530128205,0.23974359,0,0,0,1,1,7,4,27.469203000000004,12.461822999999999,4.74478825,1.1701015,0,20,0,0,0,104,10,23.982625,23.982625,10.0,11320
1484139600,0,0,190,30,4,2,9,96.0,0.54105,23,0.559388336,0.091749644,0,0,0,2,2,9,3,27.298762,13.90903275,4.0355845,0.888642,88,0,1,99,0,362,47,39.53341026,19.76670513,23.5,12743
1484226000,0,0,180,32,3,11,15,90.0,0.46555,29,0.46153846200000004,0.051282050999999995,0,0,0,2,1,9,5,26.23499925,13.544707500000001,4.13424725,1.12867975,0,0,8,3,0,192,23,26.35726471,26.35726471,23.0,28760
1484235000,0,0,177,38,2,24,20,105.5,0.5844,33,0.648076923,0.39615384600000003,0,0,0,4,4,5,2,27.45581325,12.7906445,4.69598175,1.03312525,54,326,0,0,434,677,74,108.6928753,27.17321882,18.5,33819
1484208000,0,0,185,36,11,30,28,100.5,0.59285,31,0.452347084,0.147937411,0,0,0,1,1,8,4,27.896538,13.45921725,4.24391375,0.94869725,0,0,8,165,0,52,10,10.46106452,10.46106452,10.0,16412
1484227800,0,0,166,54,18,31,40,94.0,0.5569,45,0.573308271,0.43233082700000003,0,0,0,1,1,10,7,27.35504475,12.73722825,4.88719825,1.15920075,500,14,0,0,183,491,31,56.07815385,56.07815385,31.0,19917
1484310600,0,0,183,41,1,1,19,99.5,0.5784,33,0.43421052600000004,0.447368421,0,0,0,2,2,9,5,27.0419155,13.460678,3.90391125,0.970717,1,0,0,1,0,62,48,55.72506667,27.86253333,24.0,12701
1484312400,0,0,166,40,4,13,2,90.5,0.51805,33,0.597165992,0.036437247,0,0,0,2,2,10,2,26.6066945,13.59620675,3.90058075,0.8933770000000001,81,3,1,53,0,240,51,49.02368333,24.51184167,25.5,18851
1484321400,0,0,167,41,18,10,12,96.0,0.58665,42,0.578947368,0.31578947399999996,0,0,0,4,4,8,1,27.53594725,13.05228925,4.678554,1.01260925,333,0,21,0,3,512,83,83.07274764,20.76818691,20.75,25402
1484312400,0,0,158,63,13,2,5,97.0,0.53435,49,0.6707317070000001,0.17073170699999998,0,0,0,2,2,6,2,25.40438475,14.113377999999999,4.5448415,1.029219,753,475,0,6,1,548,41,36.95166773,18.47583386,20.5,21550
1484312400,0,0,171,35,5,6,10,95.0,0.44425,43,0.46666666700000003,0.26666666699999997,0,0,0,1,1,5,5,25.62756825,14.39716675,5.29571175,1.017791,888,14,0,0,3,548,21,12.65883333,12.65883333,21.0,21943
1484319600,0,0,180,51,5,4,6,99.5,0.5039,39,0.419512195,0.03902439,0,0,0,0,0,6,4,27.953844500000002,12.5486345,4.06785625,0.94552175,0,0,0,3,0,12,0,0.0,0.0,0.0,10438
1484382600,1,0,173,35,19,16,16,96.0,0.54115,44,0.503686897,0.309699376,0,0,0,1,1,6,1,27.229988,12.69596025,5.31061175,1.26334375,0,20,0,0,0,104,24,39.2424,39.2424,24.0,21440
1484388000,1,0,185,44,10,6,8,97.0,0.48565,39,0.4375,0.075,0,0,0,2,2,7,4,26.2596575,13.432820999999999,4.379968,0.92789175,2,0,0,0,0,577,64,68.78692308,34.39346154,32.0,20597
1484402400,1,0,165,63,1,1,7,99.5,0.53635,48,0.5121951220000001,0.19512195100000002,0,0,0,1,1,12,8,26.96189175,12.6660195,4.827128,0.92706975,0,0,0,117,269,366,23,29.22561538,29.22561538,23.0,13190
1484391600,1,0,156,58,7,5,3,93.0,0.53815,48,0.551282051,0.487179487,0,0,0,1,1,8,7,27.246178999999998,12.805598,4.3479405,1.3454469999999998,500,14,3,18,183,491,38,43.37725,43.37725,38.0,24841
1484490600,1,0,178,40,2,3,5,97.0,0.4744,40,0.38474026,0.087662338,0,0,0,0,0,6,3,27.56189025,12.76857675,4.58840125,1.13353575,0,0,0,0,0,0,0,0.0,0.0,0.0,13972
1484478000,1,0,183,51,8,14,25,106.0,0.57465,46,0.471611722,0.5329670329999999,0,0,0,1,1,6,2,25.20300075,14.75649325,4.7837185,0.9464524999999999,753,428,0,1,1,500,22,25.1995625,25.1995625,22.0,16884
1484470800,1,0,157,37,9,9,11,88.0,0.50715,34,0.328846154,0.042307692,0,0,0,0,0,9,7,28.2882665,12.32920625,4.733010500000001,0.92566975,0,0,1,4,0,50,0,0.0,0.0,0.0,17629
1484467200,1,0,173,50,15,34,15,97.0,0.5137,36,0.558333333,0.21666666699999998,0,0,0,3,3,12,7,27.14143325,13.0072375,4.113359,1.110349,1,0,8,4,0,62,57,77.91755769,25.97251923,19.0,20779
1484546400,0,0,172,46,1,5,1,96.0,0.53495,37,0.507012195,0.13597561,0,0,0,2,2,9,3,26.36157725,13.26759725,4.19300825,1.1179325,0,3,8,20,0,3,47,38.74435385,19.37217692,23.5,28573
1484571600,0,0,179,51,29,24,35,104.0,0.49565,43,0.796794872,0.106410256,0,0,0,7,7,7,2,26.96018575,13.246429000000001,5.20943475,1.02779725,387,326,0,0,437,1189,118,123.4700216,17.63857451,16.85714286,67876
1484557200,0,0,165,34,2,6,3,96.0,0.51255,35,0.451532208,0.12257661,0,0,0,2,2,6,2,27.367202000000002,13.015057,4.209827,0.80708925,2,0,0,2,0,425,35,44.45654604,22.22827302,17.5,14409
1484580600,0,0,167,41,17,21,22,96.5,0.5522,30,0.6309523810000001,0.071428571,0,0,0,2,2,4,2,26.29419625,13.472570000000001,5.01966475,1.1640694999999999,888,34,0,0,3,602,43,64.88547586,32.44273793,21.5,21838
1484560800,0,0,178,33,8,17,13,100.0,0.5927,27,0.39974937299999996,0.010025063,0,0,0,0,0,10,8,27.192974,13.5278475,4.59259525,1.01182925,0,0,8,163,0,12,0,0.0,0.0,0.0,10163
1484555400,0,0,167,58,8,3,9,98.0,0.51925,46,0.41430499299999995,0.197031039,0,0,0,1,1,10,8,25.27625225,14.61566875,5.01075175,0.94874775,7,22,857,428,4,258,23,22.63324138,22.63324138,23.0,20415
1484550000,0,0,174,50,25,24,19,96.0,0.51495,38,0.470695971,0.084249084,0,0,0,1,1,4,2,28.3685095,12.933484,4.0830805,0.9877100000000001,7,0,0,66,0,137,24,35.7225,35.7225,24.0,12288
1484575200,0,0,170,41,6,1,5,91.0,0.51515,37,0.47202381,0.294047619,0,0,0,1,1,9,6,26.613811,12.9685265,4.85369375,1.20655825,0,0,3,135,269,366,17,17.4530625,17.4530625,17.0,11823
1484658000,0,0,160,40,7,2,1,90.0,0.51635,43,0.4125,0.175,0,0,0,1,1,10,7,28.132703000000003,12.19876825,3.92973025,0.93872775,0,0,1,4,0,192,24,31.083825,31.083825,24.0,23052
1484667000,0,0,196,44,12,17,6,101.0,0.5584,38,0.37179487200000005,0.076923077,0,0,0,0,0,9,5,26.953759,13.76198475,5.15841875,1.1050715,0,0,8,163,0,12,0,0.0,0.0,0.0,15236
1484659800,0,0,157,76,4,2,8,98.5,0.54685,51,0.558231707,0.433536585,0,0,0,1,1,9,8,27.34584275,12.98266275,4.946114499999999,1.110571,500,14,0,0,183,541,34,39.10958974,39.10958974,34.0,24168
1484656200,0,0,181,40,3,7,10,98.0,0.53245,38,0.4375,0.475,0,0,0,2,2,9,5,27.0419155,13.460678,3.90391125,0.970717,1,0,0,1,0,62,36,34.43494595,34.43494595,36.0,11563
1484744400,0,0,169,65,24,26,23,95.5,0.4863,50,0.5136131589999999,0.143505389,0,0,0,1,1,6,2,27.52370275,12.606463,3.90279825,1.08721675,0,3,0,17,0,3,21,24.80351852,24.80351852,21.0,6239
1484753400,0,0,147,52,19,8,6,91.0,0.55765,43,0.4625,0.125,0,0,0,2,2,7,1,27.9850255,12.900283,4.18993725,0.89372225,0,0,21,2,0,40,49,35.34391479,17.67195739,24.5,9391
1484744400,0,0,188,29,13,14,19,96.5,0.4809,31,0.613636364,0.22727272699999998,0,0,0,2,2,8,6,24.77794275,14.93420775,5.67049025,1.0480705,760,450,414,429,1,758,70,74.93956757,37.46978378,35.0,17294
1484742600,0,0,182,47,9,5,11,93.0,0.49725,39,0.531358885,0.205574913,0,0,0,2,2,11,4,26.47208475,13.812909,3.9370525,0.9382524999999999,81,0,9,39,0,237,52,46.71847093,23.35923546,26.0,23562
